Conf. θₙ ; Φₙ,θᵣ=-90,θᵣ=-87,θᵣ=-84,θᵣ=-81,θᵣ=-78,θᵣ=-75,θᵣ=-72,θᵣ=-69,θᵣ=-66,θᵣ=-63,θᵣ=-60,θᵣ=-57,θᵣ=-54,θᵣ=-51,θᵣ=-48,θᵣ=-45,θᵣ=-42,θᵣ=-39,θᵣ=-36,θᵣ=-33,θᵣ=-30,θᵣ=-27,θᵣ=-24,θᵣ=-21,θᵣ=-18,θᵣ=-15,θᵣ=-12,θᵣ=-9,θᵣ=-6,θᵣ=-3,θᵣ=0,θᵣ=3,θᵣ=6,θᵣ=9,θᵣ=12,θᵣ=15,θᵣ=18,θᵣ=21,θᵣ=24,θᵣ=27,θᵣ=30,θᵣ=33,θᵣ=36,θᵣ=39,θᵣ=42,θᵣ=45,θᵣ=48,θᵣ=51,θᵣ=54,θᵣ=57,θᵣ=60,θᵣ=63,θᵣ=66,θᵣ=69,θᵣ=72,θᵣ=75,θᵣ=78,θᵣ=81,θᵣ=84,θᵣ=87,θᵣ=90
-90° ; 24°,-76.69512237762247,-74.11101398601394,-78.7771037296037,-83.11825174825178,-84.55776223776232,-83.78372960373947,-84.28589743590736,-85.64638694639704,-86.95284382285408,-85.68494172495181,-83.69757575758562,-81.7436596736693,-79.01393939394872,-77.80207459208377,-78.65764568765496,-77.70673659674576,-76.72659673660579,-79.06769230770162,-79.6439860139954,-81.15515151516107,-83.03328671329649,-85.02261072262074,-80.84379953380906,-77.53088578089492,-76.56955710956613,-78.29424242425165,-79.20384615385548,-79.68247086248023,-76.91377622378528,-73.52543123543991,-71.19822843823684,-75.09293706294591,-79.18494172495105,-83.72188811189798,-84.8948484848585,-83.01510489511469,-79.55461538462475,-74.41538461539338,-72.59620046620903,-73.32505827506692,-75.03911421912306,-78.62230769231698,-80.32990675991623,-80.10864801865746,-77.43615384616295,-74.45379953380831,-74.9468997669086,-76.12925407926305,-78.25251748252671,-79.38083916084851,-77.53932400933316,-74.6848951049039,-71.57862470863314,-73.8169930070017,-78.16081585082506,-80.97487179488134,-83.27440559440568,-82.23783216783215,-77.99721445221424,-73.80356643356579,-77.29262237762094
-90° ; 27°,-76.364055944056,-74.12174825174823,-78.32808857808863,-82.21538461538478,-83.54692307692335,-83.0200466200564,-83.86167832168819,-85.55787878788885,-87.05729603730629,-85.84165501166513,-83.92853146854137,-82.21913752914722,-79.75072261073201,-78.64139860140787,-79.34885780886717,-78.00191142192062,-77.62799533800448,-80.18128205129149,-81.71025641026603,-82.22482517483485,-83.51375291376274,-84.81960372961375,-82.04254079255045,-79.42361305362242,-77.91233100234018,-77.7728671328763,-77.40561771562683,-76.84666666667572,-75.79174825175718,-73.70939393940264,-72.6761538461624,-75.35543123544011,-78.66456876457804,-82.52543123544095,-83.19666666667646,-81.3790675990772,-78.69289044289972,-73.59417249418117,-71.81027972028818,-73.49097902098767,-76.1753846153936,-79.45752913753849,-80.10170163171107,-79.28221445222378,-76.12888111889009,-73.5786946387033,-76.05354312355207,-78.58438228439152,-80.14617715618658,-80.36324009324956,-78.23055944056865,-75.06603729604615,-71.53629370630215,-74.01892773893645,-78.5138694638787,-81.4309790209886,-83.82468531468514,-82.70559440559417,-78.20073426573387,-73.72209790209698,-77.30241258741094
-90° ; 30°,-76.40790209790217,-74.16167832167821,-78.31354312354304,-82.11755244755243,-83.37902097902099,-82.83606060607038,-83.8181818181917,-85.52258741259749,-86.85764568765592,-85.62426573427582,-83.6805128205227,-81.88969696970662,-79.52738927739865,-78.63039627040554,-79.20328671329604,-77.67440559441474,-76.79820512821418,-79.53797202798138,-80.14727272728217,-81.63850815851777,-83.52121212122196,-85.5116783216884,-82.37466200467173,-79.31412587413521,-77.95431235432154,-78.48228438229363,-78.44766899767824,-78.79076923077851,-76.62675990676895,-74.04265734266608,-72.28710955711807,-75.10389277390162,-78.23752913753835,-81.84815850816817,-82.63776223777197,-81.21139860140818,-78.87496503497434,-74.00046620047492,-72.29529137529991,-74.0894871794959,-76.97282051282957,-79.9652913753008,-80.43386946387893,-78.9730069930163,-75.76482517483409,-73.47596736597602,-75.88265734266629,-78.06522144523063,-79.02685314686246,-78.97752913753844,-77.19587412588322,-74.43860139861019,-71.71818181819027,-74.05743589744463,-78.26862470863394,-81.11184149185105,-83.40832167832143,-82.36769230769202,-78.10479603729549,-73.83926573426497,-77.16071678321518
-90° ; 33°,-76.41213286713275,-74.12195804195775,-78.27991841491813,-82.08692307692284,-83.30447552447532,-82.64813519814493,-83.38764568765549,-85.0025407925508,-86.39107226108243,-85.3452680652781,-83.73263403264389,-82.20009324010292,-79.85473193474135,-78.96501165502096,-79.74319347320288,-78.18004662005583,-77.38317016317927,-80.13717948718892,-80.30491841492788,-81.91307692308658,-83.41906759907744,-85.20897435898439,-81.91027972028937,-78.98130536131467,-77.79396270397187,-78.04389277390197,-77.92687645688564,-78.48389277390203,-75.88976689977584,-73.67200466201334,-71.93820512821361,-75.08006993007878,-78.80766899767828,-82.99519813520791,-83.96053613054602,-82.10843822844791,-79.11431235432167,-73.65594405595273,-71.7512354312439,-73.69449883450753,-76.69510489511391,-79.88431235432176,-80.6209090909186,-79.35470862471797,-76.28759906760806,-73.92827505828377,-76.09167832168728,-77.86344988345907,-78.64484848485775,-78.45051282052205,-76.58300699301601,-73.96687645688517,-71.42249417250258,-73.7916550116637,-78.00268065268985,-80.91011655012606,-83.23678321678358,-82.2186713286717,-77.97672494172525,-73.73503496503508,-77.08276223776188
-90° ; 36°,-76.75788461538473,-74.08486013986013,-78.65977272727272,-82.90671328671334,-84.25398601398612,-83.3985314685413,-83.85582750583738,-85.15517482518484,-86.3809790209892,-85.3372727272828,-83.68776223777209,-82.04184149185116,-79.58365967366906,-78.647272727282,-79.5144988345082,-77.84293706294623,-77.24969696970606,-79.90128205129147,-80.25296037296984,-81.5458041958138,-83.14736596737575,-84.86251748252748,-82.11771561772531,-79.41468531469468,-78.16216783217706,-77.97860139861058,-77.67738927739842,-77.84822843823761,-75.87629370630265,-73.95983682984556,-72.72596736597593,-75.32531468532356,-78.47995337996264,-82.25123543124512,-83.22053613054594,-81.9115151515248,-79.45132867133805,-74.96137529138413,-73.35405594406458,-74.49953379954256,-76.5231934732025,-78.82009324010252,-79.23731934732871,-77.69412587413503,-75.09158508159395,-73.20319347320208,-74.80186480187362,-76.27463869464769,-77.13228438229348,-77.2860139860231,-75.92256410257303,-73.69993006993876,-71.73039627040471,-73.88121212122083,-77.86442890443809,-80.57216783217733,-82.72216783216778,-81.72181818181808,-77.70384615384583,-73.73545454545393,-77.013706293705
-90° ; 39°,-76.73223776223773,-74.00384615384601,-78.70561771561758,-83.08937062937053,-84.50713286713281,-83.64729603730589,-84.08331002331994,-85.33230769231776,-86.52130536131554,-85.35445221446227,-83.56813519814504,-81.82794871795836,-79.52158508159445,-78.41650349651273,-79.20731934732868,-77.7805827505919,-77.25780885781796,-79.43871794872732,-81.09946386947342,-81.61790209791171,-83.42151515152497,-85.03993006994008,-82.1698368298465,-79.21393939394873,-77.63909090910005,-77.86386946387864,-78.04797202798122,-77.58235431236346,-76.8217482517573,-74.16351981352855,-72.77025641026498,-75.20608391609277,-78.07575757576677,-81.9361771561868,-83.16263403264384,-82.2979254079351,-80.07177156178099,-75.86142191143085,-74.19405594406467,-74.63850815851696,-76.05172494173391,-78.30053613054535,-78.81902097903026,-77.45540792541706,-74.9431468531557,-72.99400932401792,-74.20470862471737,-75.60515151516043,-76.90832167833074,-77.45806526807439,-76.11114219115116,-73.76116550117418,-71.59377622378466,-73.7302331002418,-77.77118881119799,-80.51109557110507,-82.71160839160879,-81.73475524475562,-77.705518648019,-73.71430069930096,-77.02519230769181
-90° ; 42°,-76.70564685314699,-73.911013986014,-78.35455128205128,-82.53657342657343,-83.91265734265728,-83.17037296038275,-83.8103263403362,-85.26946386947391,-86.5844055944158,-85.5570396270497,-83.93020979021968,-82.32785547786517,-80.003426573436,-78.88428904429833,-79.4880419580513,-77.55897435898349,-76.90083916084824,-79.37713286714222,-80.39365967366915,-81.42139860140819,-82.88906759907738,-84.38088578089572,-81.8434265734362,-79.30076923077857,-78.21361305362227,-78.19501165502088,-77.9784149184241,-77.70932400933316,-76.14645687646585,-74.03911421912295,-72.81156177157035,-75.15477855478743,-77.9235431235523,-81.36337995338953,-82.2242191142288,-81.17265734266691,-79.2859440559534,-74.80685314686195,-73.27874125874989,-74.50375291376169,-76.78179487180391,-79.65020979021918,-80.32389277390223,-78.93442890443819,-75.81568764569656,-73.32081585082449,-75.15557109557994,-76.85946386947292,-78.01181818182738,-78.28538461539382,-76.71321678322583,-74.14461538462412,-71.62470862471704,-73.85254079254949,-77.98965034965953,-80.77748251749202,-83.01804195804195,-81.99748251748252,-77.84632867132865,-73.7408391608389,-77.14185314685287
-90° ; 45°,-76.42447552447541,-73.92657342657316,-78.12713286713259,-82.07251748251723,-83.43699300699276,-82.8996503496601,-83.74501165502153,-85.42662004663012,-86.92829836830862,-85.86615384616394,-84.17037296038286,-82.63610722611696,-80.30995337996285,-79.13454545455478,-79.74657342658281,-77.81529137530055,-77.97797202798122,-80.25508158509105,-82.74268065269041,-81.92550116551081,-83.05547785548764,-84.42396270397266,-81.84685314686278,-79.40139860140795,-78.36081585082508,-77.89342657343573,-77.77557109558026,-76.44153846154748,-76.65801864802768,-73.97876456877329,-72.73666666667523,-74.8567365967454,-77.47550116551031,-80.78009324010276,-81.45310023310982,-80.39489510490456,-78.77410256411186,-74.06256410257284,-72.3220745920831,-73.88888111888983,-76.67587412588317,-79.89941724942665,-80.63314685315636,-79.46468531469466,-76.18559440560338,-73.65822843823712,-76.09536130537028,-78.10375291376211,-79.07594405595337,-79.03533799534732,-77.20356643357553,-74.43741258742135,-71.5489976690061,-73.95624708625581,-78.25445221446144,-81.12923076924035,-83.47146853146837,-82.39720279720251,-78.03526223776174,-73.72136363636261,-77.30561188810987
-87° ; -45°,-76.51169580419581,-74.27409090909077,-78.94626456876443,-83.23069930069924,-84.67524475524475,-83.98023310024301,-84.5547552447652,-85.90032634033643,-87.16512820513847,-85.51552447553455,-83.15610722611702,-81.07158508159463,-78.5554545454638,-77.41986013986926,-78.32769230770154,-77.93109557110475,-77.38417249418161,-79.44797202798138,-81.52144522145481,-82.40822843823815,-84.14813519814511,-85.79729603730614,-81.8571328671425,-78.19769230770152,-76.89794871795777,-78.78344988345916,-79.81713286714226,-79.34354312355248,-77.63655011655926,-73.73435897436767,-71.10272727273566,-74.21188811189684,-78.37517482518405,-83.30636363637345,-85.29086247087253,-84.15314685315676,-80.78212121213073,-75.56261072261961,-73.53538461539327,-73.6221445221532,-74.95699300700184,-78.76876456877386,-80.74829836830787,-80.888531468541,-78.29289044289969,-74.85652680653564,-74.65524475525355,-75.50953379954268,-78.13475524476445,-79.84501165502105,-78.03895104896026,-74.94051282052163,-71.38710955711798,-73.72146853147721,-78.53820512821439,-81.73778554779518,-84.38622377622369,-83.33853146853123,-78.70477855477802,-74.04433566433477,-77.76818181818028
-87° ; -42°,-76.67940559440542,-74.20797202797169,-78.8098018648015,-83.11951048951013,-84.63930069930035,-84.04088578089569,-84.72526806527806,-86.17916083917099,-87.50069930070961,-85.89503496504508,-83.48822843823828,-81.27324009324967,-78.4041258741351,-77.10407925408833,-77.95825174826095,-77.75275058275973,-76.9486713286804,-79.4066200466294,-81.08379953380908,-82.20715617716587,-84.15571095572086,-85.95857808858821,-82.71568764569739,-79.27421911422847,-77.10580419581328,-78.1474125874218,-78.111188811198,-77.7847785547877,-76.44200466201369,-73.83477855478725,-72.07752913753762,-75.00403263404145,-78.76337995338922,-83.07174825175804,-84.25382284383278,-82.64244755245728,-79.57666666667603,-74.40897435898313,-72.48009324010178,-73.08202797203658,-74.55599067599947,-78.09927738928661,-79.54827505828443,-79.43212121213058,-76.72846153847058,-73.1999067599154,-73.59899766900634,-75.2003263403352,-78.09198135199054,-80.05382284383228,-78.61386946387873,-75.6078787878877,-71.71216783217628,-73.87340326341197,-78.79046620047548,-82.14899766900734,-84.93188811188801,-83.85419580419557,-79.00969696969645,-74.11608391608289,-77.99111888111693
-87° ; -39°,-76.72456293706291,-74.45199300699288,-79.12234848484837,-83.4673426573426,-85.0125174825175,-84.40820512821507,-84.98372960373962,-86.26400932401947,-87.46853146854178,-85.62825174826183,-82.99153846154823,-80.6769930070025,-77.96032634033553,-76.70755244756147,-77.62426573427489,-77.34757575758488,-76.56375291376193,-78.86062937063866,-79.68379953380892,-81.0940326340422,-83.07428904429882,-84.97365967366967,-82.66463869464845,-79.49701631702568,-77.34862470863382,-77.6612587412679,-77.12962703963612,-76.93421911422818,-75.26841491842377,-73.42414918415784,-72.13641025641874,-75.34967365968252,-79.86657342658283,-84.26258741259734,-85.17787878788883,-82.91060606061583,-79.1125174825268,-74.0132167832255,-72.5461771561857,-72.93745920746778,-73.64268065268932,-76.86501165502071,-78.55792540793466,-78.63319347320274,-76.38494172495074,-73.05135198136058,-71.96582750583599,-72.1967599067684,-75.05666666667551,-77.50272727273641,-76.60517482518385,-74.34377622378497,-71.27020979021819,-73.43696969697835,-77.99682983683903,-81.3798368298464,-84.12979020979037,-83.20286713286727,-78.72427738927725,-74.29846153846115,-78.42101398601272
-87° ; -36°,-76.96368881118879,-74.3480769230767,-79.71147435897413,-84.70342657342637,-86.37419580419561,-85.34303030304035,-85.24729603730609,-85.90689976690989,-86.85974358975383,-85.10310023311025,-82.65298368299344,-80.25724941725886,-77.38013986014897,-75.95862470863365,-77.21724941725853,-77.40132867133778,-76.9300932401023,-78.28142191143114,-80.62755244756195,-81.66911421912384,-83.60377622378607,-85.10797202798204,-81.15771561772516,-77.1232634032725,-75.70300699301592,-78.08501165502085,-79.78088578089518,-79.05209790210722,-77.6859207459299,-73.76540792541662,-71.50722610723452,-74.8032167832256,-78.88473193474124,-83.29400932401914,-84.85759906760907,-83.54328671329655,-80.06487179488123,-76.02109557110454,-74.89198135199018,-74.20230769231644,-73.94745920746792,-75.93820512821408,-76.69086247087151,-76.02023310024204,-74.02680652681525,-71.50277389278232,-69.97843822844648,-69.90981351982177,-72.70202797203653,-75.33729603730492,-74.96272727273609,-73.30673659674524,-71.0100699300783,-73.05228438229298,-77.13564102565012,-80.2647319347414,-82.79132867132894,-82.0539860139863,-78.19431235431256,-74.46195804195787,-78.47307692307606
-87° ; -33°,-77.34396853146869,-74.02863636363648,-79.66361888111905,-84.96293706293734,-86.59608391608428,-85.19090909091915,-84.74337995338996,-85.0862470862571,-85.87494172495184,-84.53655011656008,-82.51703962704934,-80.26004662005607,-77.5038694638786,-76.32540792541693,-77.6991841491933,-77.25372960373869,-77.0797902097993,-78.68578088579015,-80.54955710956659,-80.93018648019601,-82.90741258742236,-84.46044289045284,-82.78389277390252,-80.1006060606155,-78.00109557110476,-77.62843822844738,-77.24137529138439,-76.20617715618614,-76.08121212122109,-73.844382284391,-73.6437529137616,-75.7290209790299,-78.7713986014079,-82.81529137530114,-84.42983682984678,-83.7073193473292,-80.65389277390229,-78.22708624709546,-77.94221445222365,-76.9858508158599,-76.01142191143087,-75.63477855478747,-73.95081585082457,-71.61116550117394,-69.91869463870289,-69.22804195805011,-68.76435897436706,-69.5027972028054,-71.58941724942568,-73.46484848485714,-73.30643356644221,-72.0560606060691,-70.5225407925491,-72.49979020979876,-76.25832167833067,-79.08587412588344,-81.35104895104902,-80.72181818181814,-77.33328671328648,-74.04748251748177,-77.55874125873974
-87° ; -30°,-77.30472027972024,-73.67503496503477,-78.63667832167815,-83.27622377622367,-84.49433566433561,-83.0253846153944,-82.92489510490488,-83.78874125875113,-84.833006993017,-84.3285081585181,-83.01680652681631,-81.23317016317972,-78.70522144523072,-77.75130536131454,-78.6868065268158,-77.1793240093331,-76.15682983683881,-78.22592074592995,-79.06023310024241,-80.68438228439179,-83.15965034966014,-84.97310023311024,-82.74445221446196,-79.69874125875064,-77.74086247087163,-77.42631701632612,-76.86738927739833,-76.56487179488082,-75.44314685315574,-73.92461538462409,-73.36582750583615,-75.18442890443775,-76.9177622377713,-79.68202797203737,-81.30034965035922,-81.95265734266701,-81.14410256411212,-78.89048951049881,-77.39039627040539,-76.30580419581318,-75.403543123552,-75.01606060606943,-73.62911421912291,-71.0849184149268,-69.60030303031124,-69.44384615385434,-70.67095571096404,-72.18247086247938,-73.03356643357503,-73.47459207460074,-73.114615384624,-71.88237762238609,-71.080722610731,-73.03974358975219,-76.67797202798107,-79.31480186481119,-81.34076923076924,-80.5368531468531,-77.04689976689961,-73.62720279720227,-76.7072727272718
-87° ; -27°,-76.81503496503503,-73.41909090909081,-77.79869463869457,-81.8786013986014,-82.91111888111897,-81.64149184150146,-81.85972027972993,-83.14004662005642,-84.2594871794971,-84.19424242425234,-83.47079254080238,-82.26566433567402,-80.13193473194417,-79.15620046620978,-79.59314685315624,-77.35076923077834,-75.66396270397163,-78.18869463870385,-79.25650349651283,-81.62594405595367,-83.65503496504483,-84.82715617716619,-81.74925407926371,-78.36242424243348,-76.83421911422818,-77.16104895105804,-76.76981351982256,-76.56755244756147,-74.92407925408808,-73.70575757576626,-73.00337995338855,-75.01748251749135,-76.91069930070836,-79.52780885781821,-80.62715617716567,-80.61207459208408,-79.64876456877396,-76.81223776224681,-74.84734265735148,-74.62531468532347,-74.94223776224659,-74.77934731935613,-73.84233100233969,-71.46687645688488,-70.3269930070013,-70.48675990676821,-72.65515151516007,-74.62128205129085,-74.60114219115097,-74.05524475525348,-73.51617715618582,-72.04414918415767,-71.56610722611566,-73.4914918415005,-77.15906759907668,-79.83480186481127,-81.85349650349663,-80.93804195804206,-77.22546620046619,-73.53874125874111,-76.47947552447489
-87° ; -24°,-76.4349475524476,-73.58667832167822,-77.53033216783209,-81.17930069930073,-82.21517482517496,-81.4067832167928,-82.24743589744557,-84.08841491842483,-85.47505827506836,-85.28573426574431,-84.51240093241088,-83.46172494173479,-81.20568764569722,-80.1392307692402,-80.1872960373055,-77.59473193474108,-75.96913752914648,-78.85734265735196,-79.38461538462474,-81.21540792541748,-83.39904428905412,-85.14300699301701,-82.10044289045256,-78.90972027972958,-77.29967365968275,-77.02643356644263,-76.23650349651247,-75.9729137529227,-74.34326340327218,-73.3461305361392,-72.91426573427432,-75.28501165502054,-77.3978554778646,-79.5542424242518,-79.40785547786484,-78.10843822844743,-77.1040093240184,-73.1834265734352,-70.10284382285208,-72.3883216783302,-76.45095571096472,-77.89256410257327,-78.22841491842414,-76.52205128206029,-75.00041958042841,-74.46344988345867,-77.75529137530054,-80.73407925408875,-78.8702331002424,-76.54682983683887,-75.62116550117443,-73.20862470863335,-72.14951048951897,-74.17829836830711,-78.22128205129125,-81.11701631702589,-83.36384615384607,-82.28979020979,-78.01879953379894,-73.7472027972018,-76.99870629370449
